"location","Trait","AIC","Method"
"CornellMaster_2013_Helfer","Grain_Yield",117.833083124537,"Block"
"CornellMaster_2013_Helfer","Plant_height",105.008956151491,"Block"
"CornellMaster_2013_Helfer","Test_weight",110.680860149339,"Block"
"CornellMaster_2013_Helfer","Powdery_mildew",104.935827916572,"Block"
"CornellMaster_2013_Ketola","Grain_Yield",105.847506231746,"Block"
"CornellMaster_2013_Ketola","Plant_height",125.272140112487,"Block"
"CornellMaster_2013_Ketola","Test_weight",112.8441420754,"Block"
"CornellMaster_2013_Ketola","Powdery_mildew",122.900235976434,"Block"
"CornellMaster_2013_McGowan","Grain_Yield",327.031524993473,"Block"
"CornellMaster_2013_McGowan","Plant_height",310.260476260609,"Block"
"CornellMaster_2013_McGowan","Test_weight",313.458455673152,"Block"
"CornellMaster_2013_McGowan","Powdery_mildew",312.140969780809,"Block"
"CornellMaster_2014_Helfer","Grain_Yield",312.140969780809,"Block"
"CornellMaster_2014_Helfer","Plant_height",233.407335672434,"Block"
"CornellMaster_2014_Helfer","Test_weight",226.971978634851,"Block"
"CornellMaster_2014_Ketola","Grain_Yield",226.971978634851,"Block"
"CornellMaster_2014_Ketola","Plant_height",226.971978634851,"Block"
"CornellMaster_2014_Ketola","Test_weight",226.983565583973,"Block"
"CornellMaster_2014_Snyder","Grain_Yield",234.996339352492,"Block"
"CornellMaster_2014_Snyder","Plant_height",234.996339352492,"Block"
"CornellMaster_2014_Snyder","Test_weight",224.865794340742,"Block"
"CornellMaster_2015_Helfer","Grain_Yield",400.070850285837,"Block"
"CornellMaster_2015_Helfer","Plant_height",399.359246539196,"Block"
"CornellMaster_2015_Helfer","Test_weight",392.440147817009,"Block"
"CornellMaster_2015_Helfer","Powdery_mildew",392.440147817009,"Block"
"CornellMaster_2015_Ketola","Grain_Yield",386.589111339091,"Block"
"CornellMaster_2015_Ketola","Plant_height",392.296087943551,"Block"
"CornellMaster_2015_Ketola","Test_weight",341.684713025729,"Block"
"CornellMaster_2015_Ketola","Powdery_mildew",341.684713025729,"Block"
"CornellMaster_2015_McGowan","Grain_Yield",425.865821668511,"Block"
"CornellMaster_2015_McGowan","Plant_height",398.463922796112,"Block"
"CornellMaster_2015_McGowan","Test_weight",384.829596964131,"Block"
"CornellMaster_2015_McGowan","Powdery_mildew",395.690023291679,"Block"
"CornellMaster_2016_Helfer","Grain_Yield",395.315857265227,"Block"
"CornellMaster_2016_Helfer","Plant_height",368.29871475795,"Block"
"CornellMaster_2016_Helfer","Test_weight",374.318339582097,"Block"
"CornellMaster_2016_Ketola","Grain_Yield",368.990383710881,"Block"
"CornellMaster_2016_Ketola","Plant_height",376.345840976499,"Block"
"CornellMaster_2016_Ketola","Test_weight",400.135693461841,"Block"
"CornellMaster_2016_Ketola","Powdery_mildew",400.135693461841,"Block"
"CornellMaster_2016_Snyder","Grain_Yield",369.231568217446,"Block"
"CornellMaster_2016_Snyder","Plant_height",399.933316476826,"Block"
"CornellMaster_2016_Snyder","Test_weight",383.067590919272,"Block"
"CornellMaster_2016_Snyder","Powdery_mildew",364.097039681395,"Block"
"CornellMaster_2017_Ketola","Grain_Yield",326.62313073885,"Block"
"CornellMaster_2017_Ketola","Plant_height",352.167515676717,"Block"
"CornellMaster_2017_Ketola","Test_weight",286.0277075183,"Block"
"CornellMaster_2017_Snyder","Grain_Yield",324.359475099864,"Block"
"CornellMaster_2017_Snyder","Plant_height",343.888519912467,"Block"
"CornellMaster_2017_Snyder","Test_weight",337.757969050277,"Block"
"CornellMaster_2017_Snyder","Powdery_mildew",331.34325779672,"Block"
"GP502_2022","Grain_Yield",481.677779689087,"Block"
"GP502_2022","Plant_height",397.654910277184,"Block"
"GP502_2022","Test_weight",363.071209907475,"Block"
"SW_AMPanel_2014_Obregon_Dry","Grain_Yield",244.667454673006,"Block"
"SW_AMPanel_2014_Obregon_Dry","Plant_height",231.455995432677,"Block"
"SW_AMPanel_2014_Obregon_Irr","Grain_Yield",252.473964723094,"Block"
"SW_AMPanel_2014_Obregon_Irr","Plant_height",242.855195119557,"Block"
"SW-AMPanel_2014_Davis_Dry","Grain_Yield",289.942200335823,"Block"
"SW-AMPanel_2014_Davis_Dry","Plant_height",108.178858964337,"Block"
"SW-AMPanel_2014_Davis_Dry","Strip_rust_resp",237.953938186795,"Block"
"SW-AMPanel_2014_Davis_Dry","Strip_rust_sever",242.441610924123,"Block"
"SW-AMPanel_2014_Davis_Irr","Grain_Yield",252.4617851869,"Block"
"SW-AMPanel_2014_Davis_Irr","Plant_height",130.932223239251,"Block"
"SW-AMPanel_2014_Davis_Irr","Strip_rust_resp",197.618948809778,"Block"
"SW-AMPanel_2014_Davis_Irr","Strip_rust_sever",212.900035765023,"Block"
"SW-AMPanel_2014_Imperial_Dry","Grain_Yield",261.063477487095,"Block"
"SW-AMPanel_2014_Imperial_Dry","Plant_height",201.950825010762,"Block"
"SW-AMPanel_2014_Imperial_Irr","Grain_Yield",230.139407318789,"Block"
"SW-AMPanel_2014_Imperial_Irr","Plant_height",208.991660916165,"Block"
"TP_2018_Frankenmuth","Grain_Yield",83.6484364858591,"Block"
"TP_2018_Frankenmuth","Test_weight",177.050063844898,"Block"
"TP_2018_Mason","Grain_Yield",-385.866812207616,"Block"
"TP_2018_Mason","Test_weight",187.545077126427,"Block"
"TP_2019_Frankenmuth","Grain_Yield",68.7338959423335,"Block"
"TP_2019_Frankenmuth","Test_weight",295.374237522008,"Block"
"TP_2019_Mason","Grain_Yield",77.5772141396364,"Block"
"TP_2019_Mason","Test_weight",274.260875790728,"Block"
"TP_2020_Frankenmuth","Grain_Yield",165.445976349545,"Block"
"TP_2020_Frankenmuth","Test_weight",135.969908983908,"Block"
"TP_2020_Mason","Grain_Yield",201.053403540934,"Block"
"TP_2020_Mason","Test_weight",217.565416934887,"Block"
"YldQtl-Val_2014_ClayCenter","Grain_Yield",230.514113552849,"Block"
"YldQtl-Val_2014_ClayCenter","Plant_height",266.556422017774,"Block"
"YldQtl-Val_2014_ClayCenter","Bacterial_streak",364.302311589273,"Block"
"YldQtl-Val_2014_Lincoln","Grain_Yield",385.245395317467,"Block"
"YldQtl-Val_2014_Lincoln","Plant_height",334.756938056031,"Block"
"YldQtl-Val_2014_Lincoln","Test_weight",247.795298008979,"Block"
"YldQtl-Val_2014_Lincoln","Bacterial_streak",370.012961829309,"Block"
"YldQtl-Val_2014_Mead","Grain_Yield",230.532631119371,"Block"
"YldQtl-Val_2014_Mead","Plant_height",190.240706743381,"Block"
"YldQtl-Val_2014_Mead","Bacterial_streak",188.861625926767,"Block"
"YldQtl-Val_2014_Sidney","Grain_Yield",270.929806348766,"Block"
"YldQtl-Val_2014_Sidney","Plant_height",303.223728273679,"Block"
"YldQtl-Val_2014_Sidney","Test_weight",348.092076202596,"Block"
"YldQtl-Val_2015_Lincoln","Grain_Yield",303.650426552754,"Block"
"YldQtl-Val_2015_Lincoln","Plant_height",231.886801645523,"Block"
"YldQtl-Val_2015_Lincoln","Test_weight",228.641160617616,"Block"
"YldQtl-Val_2015_NorthPlatte","Grain_Yield",248.384755032648,"Block"
"YldQtl-Val_2015_NorthPlatte","Plant_height",291.432544579498,"Block"
"YldQtl-Val_2015_NorthPlatte","Test_weight",294.648079106354,"Block"
"YldQtl-Val_2015_Sidney","Grain_Yield",269.371700767003,"Block"
"YldQtl-Val_2015_Sidney","Plant_height",186.372929746645,"Block"
"OWW_2020_MAD","Grain_Yield",72.451047515809,"Block"
"OWW_2020_MAD","Plant_height",98.4891918462716,"Block"
"OWW_2020_MAD","Test_weight",21.5008050198384,"Block"
"5STADV_2021_Mason","Grain_Yield",-14.7553219314769,"Block"
"5STADV_2021_Mason","Plant_height",28.8364957372537,"Block"
"5STADV_2021_Mason","Test_weight",43.3476875218491,"Block"
"5STADV_2021_Wooster","Grain_Yield",32.7977858325518,"Block"
"5STADV_2021_Wooster","Plant_height",40.4831716101468,"Block"
"5STADV_2021_Wooster","Test_weight",20.3970668452772,"Block"
"5STPRE_2021_Mason","Grain_Yield",-7.44342579922434,"Block"
"5STPRE_2021_Mason","Plant_height",17.1143326571623,"Block"
"5STPRE_2021_Mason","Test_weight",24.5986643862527,"Block"
"5STPRE_2021_Wooster","Grain_Yield",36.3675816149111,"Block"
"5STPRE_2021_Wooster","Plant_height",25.4735804977094,"Block"
"5STPRE_2021_Wooster","Test_weight",-10.4303423038753,"Block"
"AYTRed_2021_Mason","Grain_Yield",111.179749010012,"Block"
"AYTRed_2021_Mason","Plant_height",149.015907662486,"Block"
"AYTRed_2021_Mason","Test_weight",152.045353784105,"Block"
"AYTWhite_2021_Mason","Grain_Yield",-9.17684667159119,"Block"
"AYTWhite_2021_Mason","Plant_height",61.6429119754297,"Block"
"AYTWhite_2021_Mason","Test_weight",105.317703018879,"Block"
"PYT1_2021_Mason","Grain_Yield",-100.920957971263,"Block"
"PYT1_2021_Mason","Plant_height",164.290037650755,"Block"
"PYT1_2021_Mason","Test_weight",147.996627991668,"Block"
"PYT2_2021_Mason","Grain_Yield",-233.615404012036,"Block"
"PYT2_2021_Mason","Plant_height",96.2434237436068,"Block"
"PYT2_2021_Mason","Test_weight",127.066396016162,"Block"
"PYT3_2021_Mason","Grain_Yield",-190.150921888789,"Block"
"PYT3_2021_Mason","Plant_height",138.133875491908,"Block"
"PYT3_2021_Mason","Test_weight",112.251699013642,"Block"
"WMSF_2021_Wooster","Grain_Yield",44.7541358323015,"Block"
"WMSF_2021_Wooster","Plant_height",46.1626495817827,"Block"
"WMSF_2021_Wooster","Test_weight",25.9747233982723,"Block"
"YR3_2021_Wooster","Grain_Yield",182.300307034509,"Block"
"YR3_2021_Wooster","Plant_height",51.242120805803,"Block"
"YR3_2021_Wooster","Test_weight",194.043794252271,"Block"
"YR4_2021_Wooster","Grain_Yield",76.4183545504644,"Block"
"YR4_2021_Wooster","Plant_height",7.70030275032354,"Block"
"YR4_2021_Wooster","Test_weight",88.4935620214157,"Block"
"UESRWWN_2021_Mason","Grain_Yield",32.9102095387831,"Block"
"UESRWWN_2021_Mason","Plant_height",29.4397941270565,"Block"
"UESRWWN_2021_Mason","Test_weight",51.1852205465915,"Block"
"UESRWWN_2021_Wooster","Grain_Yield",69,"Block"
"UESRWWN_2021_Wooster","Plant_height",58.7059202711274,"Block"
"UESRWWN_2021_Wooster","Test_weight",43.2386119817284,"Block"
"UESWWWN_2021_Frankenmuth","Grain_Yield",36.0000000000001,"Block"
"UESWWWN_2021_Frankenmuth","Plant_height",22.31079028228,"Block"
"UESWWWN_2021_Frankenmuth","Test_weight",20.497406947917,"Block"
"Adv_Neo_21","Grain_Yield",332.698219596737,"Block"
"Adv_Neo_21","Plant_height",251.835585925871,"Block"
"Adv_Neo_21","Test_weight",30.7452533801478,"Block"
"Adv_Urb_21","Grain_Yield",324.419001222114,"Block"
"Adv_Urb_21","Plant_height",242.185825858447,"Block"
"Adv_Urb_21","Test_weight",206.584066039996,"Block"
"DH_Neo_21","Grain_Yield",89.7256869408158,"Block"
"DH_Neo_21","Plant_height",103.182433473343,"Block"
"DH_Neo_21","Test_weight",33.8140118707708,"Block"
"DH2_Urb_21","Grain_Yield",106.348483359111,"Block"
"DH2_Urb_21","Plant_height",77.566458693319,"Block"
"DH2_Urb_21","Test_weight",111.854713393009,"Block"
"OrgNB_Dan_21","Grain_Yield",14.9709065257938,"Block"
"OrgNB_Dan_21","Plant_height",12.1717328380674,"Block"
"OrgNB_Dan_21","Test_weight",11.8728046566464,"Block"
"OrgNO_Dan_21","Grain_Yield",4.9785543714976,"Block"
"OrgNO_Dan_21","Plant_height",5.00000405034506,"Block"
"OrgNO_Dan_21","Test_weight",4.90424506505025,"Block"
"OrgSW_Dan_21","Grain_Yield",5.99999999999999,"Block"
"OrgSW_Dan_21","Plant_height",5.99999999999999,"Block"
"OrgSW_Dan_21","Test_weight",5.99999999999999,"Block"
"UE_Neo_21","Grain_Yield",51.8679254960862,"Block"
"UE_Neo_21","Plant_height",45.9533066948214,"Block"
"UE_Neo_21","Test_weight",45.8891861064951,"Block"
"RHT25_EMS_2022_Davis","Grain_Yield",56.2061165303557,"Block"
"RHT25_EMS_2022_Davis","Plant_height",-33.3984187787803,"Block"
"MSU_Neo_22","Grain_Yield",60.2715325868735,"Block"
"MSU_Neo_22","Plant_height",38.5909351131053,"Block"
"MSU_Neo_22","Test_weight",37.8203113011864,"Block"
"UE_Neo_22","Grain_Yield",46.2643684120974,"Block"
"UE_Neo_22","Plant_height",30.0826712944019,"Block"
"UE_Neo_22","Test_weight",-8.97409852801098,"Block"
"YT_Neo_22","Grain_Yield",695.114830962725,"Block"
"YT_Neo_22","Plant_height",692.367451613498,"Block"
"YT_Neo_22","Test_weight",525.095103458142,"Block"
"YT_Urb_22","Grain_Yield",1278.46736307378,"Block"
"YT_Urb_22","Plant_height",1325.08901226834,"Block"
"YT_Urb_22","Test_weight",1256.68772607399,"Block"
"SFYLD_2022_Sidney","Grain_Yield",64.9992583654469,"Block"
"SFYLD_2022_Sidney","Plant_height",75.4654432324099,"Block"
"Jessica_2022_BLAVA","Grain_Yield",330.915717227211,"Block"
"Jessica_2022_BLAVA","Plant_height",312.22251454711,"Block"
"Jessica_2022_BLAVA","Test_weight",316.951300386104,"Block"
"Jessica_2022_WARVA","Grain_Yield",209.821622745665,"Block"
"Jessica_2022_WARVA","Plant_height",294.654035362985,"Block"
"MasonDixon_2022_BLAVA","Grain_Yield",118.654063077854,"Block"
"MasonDixon_2022_BLAVA","Plant_height",146.103075017749,"Block"
"MasonDixon_2022_BLAVA","Test_weight",117.928189321951,"Block"
"MasonDixon_2022_WARVA","Grain_Yield",72.4447331797018,"Block"
"MasonDixon_2022_WARVA","Plant_height",81.4251121172473,"Block"
"MasonDixon_2022_WARVA","Test_weight",64.6406869601477,"Block"
"SRWObs_2022_BLAVA","Grain_Yield",688.673870736188,"Block"
"SRWObs_2022_BLAVA","Plant_height",679.842061620709,"Block"
"SRWObs_2022_BLAVA","Test_weight",682.328194848744,"Block"
"SRWObs_2022_WARVA","Grain_Yield",683.075343293759,"Block"
"SRWObs_2022_WARVA","Plant_height",664.753801418898,"Block"
"SRWObs_2022_WARVA","Test_weight",661.929378689525,"Block"
"SRWPrelim_2022_BLAVA","Grain_Yield",265.950937186963,"Block"
"SRWPrelim_2022_BLAVA","Plant_height",213.413503819733,"Block"
"SRWPrelim_2022_BLAVA","Test_weight",169.21603307302,"Block"
"SRWPrelim_2022_WARVA","Grain_Yield",156.217378506345,"Block"
"SRWPrelim_2022_WARVA","Plant_height",186.205525742407,"Block"
"SRWPrelim_2022_WARVA","Test_weight",76.1058265146073,"Block"
"StateWheat_2022_BLAVA","Grain_Yield",450.210450073104,"Block"
"StateWheat_2022_BLAVA","Plant_height",291.808250120196,"Block"
"StateWheat_2022_BLAVA","Test_weight",-158.170678497391,"Block"
"AYN_2021_FC","Grain_Yield",258.062421638125,"Block"
"AYN_2021_FC","Plant_height",245,"Block"
"AYN_2021_FC","Test_weight",214.372777191836,"Block"
"AYN_2021_Jules","Grain_Yield",282.201251686224,"Block"
"AYN_2021_Jules","Plant_height",286.635841599344,"Block"
"AYN_2021_Jules","Test_weight",214.987946348197,"Block"
"AYND1_2021_FC","Grain_Yield",282.340443903848,"Block"
"AYND1_2021_FC","Plant_height",232.019862670112,"Block"
"AYND1_2021_FC","Test_weight",168.928629026321,"Block"
"AYND1_2021_Jules","Grain_Yield",252.499110058534,"Block"
"AYND1_2021_Jules","Plant_height",270.562573370764,"Block"
"AYND1_2021_Jules","Test_weight",256.381856188875,"Block"
"Org_Dan_21","Grain_Yield",143.608985400928,"Block"
"Org_Dan_21","Plant_height",19.9801099203524,"Block"
"Org_Dan_21","Test_weight",33.9769562161254,"Block"
"Pr_Neo_21","Grain_Yield",402.790426764924,"Block"
"Pr_Neo_21","Plant_height",370.11434504339,"Block"
"Pr_Neo_21","Test_weight",235.782481956267,"Block"
"Pr_Urb_21","Grain_Yield",588.768331863708,"Block"
"Pr_Urb_21","Plant_height",509.281772257535,"Block"
"Pr_Urb_21","Test_weight",416.399670752965,"Block"
"YR2-1_2021_Wooster","Grain_Yield",137.64270495329,"Block"
"YR2-1_2021_Wooster","Plant_height",128.354764920165,"Block"
"YR2-1_2021_Wooster","Test_weight",133.996672097036,"Block"
"YR2-2_2021_Wooster","Grain_Yield",135.87762810272,"Block"
"YR2-2_2021_Wooster","Plant_height",138.431483767843,"Block"
"YR2-2_2021_Wooster","Test_weight",146.386227565596,"Block"
"2022SWCIMMYT_EDPIE","Grain_Yield",216.254105235938,"Block"
"2022SWCIMMYT_EDPIE","Plant_height",237.286379265809,"Block"
"2022SWCIMMYT_EDPIE","Test_weight",217.290771173585,"Block"
"2022WWALOI","Grain_Yield",67.8037374106998,"Block"
"2022WWALOI","Plant_height",104.080681548277,"Block"
"2022WWALOI","Test_weight",-0.831006912890373,"Block"
"2022WWCKVD","Grain_Yield",100.567362664753,"Block"
"2022WWCKVD","Plant_height",73.1946578448976,"Block"
"2022WWCKVD","Test_weight",45.8539923754314,"Block"
"2022WWPBCD","Grain_Yield",103.098191038722,"Block"
"2022WWPBCD","Plant_height",151.921140215544,"Block"
"2022WWPBCD","Test_weight",66.4708004451437,"Block"
"GP502_2022","Grain_Yield",485.749371547471,"Block"
"GP502_2022","Plant_height",396.42014599594,"Block"
"GP502_2022","Test_weight",362.615971363971,"Block"
"GulfAtlantic_2022_WARVA","Grain_Yield",9.48182849168961,"Block"
"GulfAtlantic_2022_WARVA","Plant_height",100.110168297891,"Block"
"GulfAtlantic_2022_WARVA","Test_weight",27.5874754847831,"Block"
"HRWElite_2022_BLAVA","Grain_Yield",174.879815004915,"Block"
"HRWElite_2022_BLAVA","Plant_height",116.204096801428,"Block"
"HRWElite_2022_BLAVA","Test_weight",153.852988484848,"Block"
"HRWElite_2022_WARVA","Grain_Yield",71.8928249147317,"Block"
"HRWElite_2022_WARVA","Plant_height",6.52356994411025,"Block"
"HRWElite_2022_WARVA","Test_weight",11.9802068558514,"Block"
"HRWObs_2022_BLAVA","Grain_Yield",170.497238762197,"Block"
"HRWObs_2022_BLAVA","Plant_height",162.214395369025,"Block"
"HRWObs_2022_BLAVA","Test_weight",150.078226567177,"Block"
"HRWPrelim_2022_BLAVA","Grain_Yield",96.4857930711947,"Block"
"HRWPrelim_2022_BLAVA","Plant_height",93.4286371319072,"Block"
"HRWPrelim_2022_BLAVA","Test_weight",83.2707499054124,"Block"
"UCD22010","Grain_Yield",-13.3881942222304,"Block"
"UCD22010","Plant_height",-63.542680370312,"Block"
"UCD22010","Test_weight",5.25716774042792,"Block"
"UCD22210","Grain_Yield",76.7231470125392,"Block"
"UCD22210","Plant_height",77.110435829536,"Block"
"UCD22210","Test_weight",-92.2288824127968,"Block"
"UCD22TS-GH20Su-Q","Grain_Yield",185.362810881923,"Block"
"UCD22TS-GH20Su-Q","Plant_height",187.574132677005,"Block"
"UCD22TS-GH20Su-Q","Test_weight",122.768991824887,"Block"
"UniformScab_2022_WARVA","Grain_Yield",128.727185281017,"Block"
"UniformScab_2022_WARVA","Plant_height",122.659686854372,"Block"
"UniformScab_2022_WARVA","Test_weight",129.775187504629,"Block"
"CSR-Val_2015_Mead","Grain_Yield",246.98223710085,"Block"
"CSR-Val_2015_Mead","Plant_height",316.071570038386,"Block"
"CSR-Val_2015_Mead","Test_weight",108.839923328604,"Block"
"HWWpanel_2012_Mead","Grain_Yield",852.305518356391,"Block"
"HWWpanel_2012_Mead","Plant_height",25.6150193623989,"Block"
"HWWpanel_2012_Tipton","Grain_Yield",515.586422049039,"Block"
"HWWpanel_2013_Tipton","Grain_Yield",553.685580449203,"Block"
"ABBmid_2014_Blacksburg","Grain_Yield",256.46335964696,"Block"
"ABBmid_2014_Blacksburg","Plant_height",229.030669545145,"Block"
"ABBmid_2014_Blacksburg","Test_weight",19.0411451768513,"Block"
"ABBmid_2014_Warsaw","Grain_Yield",318.65177699986,"Block"
"ABBmid_2014_Warsaw","Plant_height",230.791416263504,"Block"
"ABBmid_2014_Warsaw","Test_weight",94.8816037711814,"Block"
"ABBmid_2014_Lexington","Grain_Yield",126.028944418424,"Block"
"ABBmid_2014_Lexington","Plant_height",116.144418980641,"Block"
"ABBmid_2014_Lexington","Test_weight",106.679211861652,"Block"
"ABBmid_2014_Woodford","Grain_Yield",140.422949028238,"Block"
"ABBmid_2014_Woodford","Plant_height",124.858071390518,"Block"
"ABBmid_2014_Woodford","Test_weight",131.783416800019,"Block"
"YldQtl-Val_2014_ClayCenter","Grain_Yield",241.770926193751,"Block"
"YldQtl-Val_2014_ClayCenter","Plant_height",266.322434881465,"Block"
"YldQtl-Val_2014_Lincoln","Grain_Yield",382.814667976557,"Block"
"YldQtl-Val_2014_Lincoln","Plant_height",334.649481581842,"Block"
"YldQtl-Val_2014_Lincoln","Test_weight",250.647194253185,"Block"
"YldQtl-Val_2014_Mead","Grain_Yield",248.614647239938,"Block"
"YldQtl-Val_2014_Mead","Plant_height",186.865478876536,"Block"
"YldQtl-Val_2014_Sidney","Grain_Yield",279.097672947171,"Block"
"YldQtl-Val_2014_Sidney","Plant_height",301.145541365984,"Block"
"YldQtl-Val_2014_Sidney","Test_weight",347.600429536478,"Block"
